Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
42,Male,Master's Degree,Senior Software Engineer,18,180000
42,Male,Master's Degree,Senior Software Engineer,18,180000
42,Male,Master's Degree,Senior Software Engineer,18,180000
42,Male,Master's Degree,Senior Software Engineer,18,180000
43,Male,Master's Degree,Senior Software Engineer,19,185000
43,Male,Master's Degree,Senior Software Engineer,19,185000
43,Male,Master's Degree,Senior Software Engineer,19,185000
43,Male,Master's Degree,Senior Software Engineer,19,185000
43,Male,Master's Degree,Senior Software Engineer,19,185000
41,Male,Master's Degree,Senior Software Engineer,19,185000
41,Male,Master's Degree,Senior Software Engineer,19,185000
41,Male,Master's Degree,Senior Software Engineer,19,185000
41,Male,Master's Degree,Senior Software Engineer,19,185000
41,Male,Master's Degree,Senior Software Engineer,19,185000
40,Female,Master's Degree,Senior Training Specialist,12,100000
44,Female,phd,Senior UX Designer,15,145000
45,Female,phd,Senior UX Designer,16,160000
45,Female,phd,Senior UX Designer,16,160000
26,Female,Bachelor's Degree,Social Media Man,7,100000
30,Female,Bachelor's Degree,Social Media Manager,4,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
27,Female,Bachelor's Degree,Social Media Manager,3,55000
27,Female,Bachelor's Degree,Social Media Manager,3,55000
27,Female,Bachelor's Degree,Social Media Manager,3,55000
27,Female,Bachelor's Degree,Social Media Manager,3,55000
27,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
26,Female,Bachelor's Degree,Social Media Manager,3,55000
28,Female,Bachelor's Degree,Social Media Specialist,3,45000
29,Male,Master's Degree,Software Developer,3,75000
29,Female,Bachelor's Degree,Software Developer,3,65000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
28,Male,Bachelor's Degree,Software Developer,3,75000
29,Female,Bachelor's Degree,Software Developer,5,80000
23,Male,Bachelor's Degree,Software Developer,1,45000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
28,Male,Bachelor's Degree,Software Developer,1,50000
27,Male,Bachelor's Degree,Software Developer,1,50000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
24,Female,Bachelor's Degree,Software Developer,2,55000
26,Male,Bachelor's Degree,Software Developer,2,60000
29,Female,Master's Degree,Software Developer,5,70000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
26,Male,Bachelor's Degree,Software Developer,3,60000
28,Female,Master's Degree,Software Developer,5,70000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
27,Male,Bachelor's Degree,Software Developer,3,60000
29,Female,Master's Degree,Software Developer,5,70000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
28,Male,Bachelor's Degree,Software Developer,3,60000
32,Female,Master's Degree,Software Developer,7,90000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
29,Male,Bachelor's Degree,Software Developer,5,80000
33,Female,Master's Degree,Software Developer,8,95000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
30,Male,Bachelor's Degree,Software Developer,6,85000
32,Female,Master's Degree,Software Developer,8,95000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
31,Male,Bachelor's Degree,Software Developer,6,85000
27,Male,Bachelor's Degree,Software Developer,3,62000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
27,Female,Bachelor's Degree,Software Developer,3,61000
32,Male,Bachelor's Degree,Software Engineer,5,90000
28,Female,Bachelor's Degree,Software Engineer,3,125000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
28,Male,Bachelor's Degree,Software Engineer,3,125000
29,Male,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
28,Male,Bachelor's Degree,Software Engineer,3,125000
29,Male,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
28,Male,Bachelor's Degree,Software Engineer,3,125000
29,Male,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
28,Male,Bachelor's Degree,Software Engineer,3,125000
29,Male,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
31,Female,Bachelor's Degree,Software Engineer,6,155000
29,Female,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
27,Male,Bachelor's Degree,Software Engineer,4,140000
29,Male,Bachelor's Degree,Software Engineer,6,175000
28,Male,Bachelor's Degree,Software Engineer,5,160000
27,Male,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Female,Bachelor's Degree,Software Engineer,5,160000
27,Female,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
30,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
27,Male,Bachelor's Degree,Software Engineer,4,140000
29,Male,Bachelor's Degree,Software Engineer,6,170000
28,Male,Bachelor's Degree,Software Engineer,5,160000
27,Male,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Female,Bachelor's Degree,Software Engineer,5,160000
27,Female,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
27,Male,Bachelor's Degree,Software Engineer,4,140000
29,Male,Bachelor's Degree,Software Engineer,6,170000
28,Male,Bachelor's Degree,Software Engineer,5,165000
27,Male,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Female,Bachelor's Degree,Software Engineer,5,160000
27,Female,Bachelor's Degree,Software Engineer,4,140000
32,Male,Bachelor's Degree,Software Engineer,8,190000
28,Male,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
28,Male,Bachelor's Degree,Software Engineer,5,165000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
28,Female,Bachelor's Degree,Software Engineer,5,160000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
40,Male,Bachelor's Degree,Software Engineer,12,195000
29,Female,Bachelor's Degree,Software Engineer,4,150000
42,Female,Bachelor's Degree,Software Engineer,13,197000
41,Male,Bachelor's Degree,Software Engineer,11,185000
27,Male,Bachelor's Degree,Software Engineer,4,160000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
28,Male,Bachelor's Degree,Software Engineer,5,150000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
28,Female,Bachelor's Degree,Software Engineer,5,150000
32,Male,Bachelor's Degree,Software Engineer,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
29,Male,Bachelor's Degree,Software Engineer,7,180000
28,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Master's Degree,Software Engineer,6,170000
27,Male,Bachelor's Degree,Software Engineer,5,150000
30,Female,Bachelor's Degree,Software Engineer,8,180000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
31,Male,Bachelor's Degree,Software Engineer,9,180000
28,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Master's Degree,Software Engineer,6,170000
27,Male,Bachelor's Degree,Software Engineer,5,150000
30,Female,Bachelor's Degree,Software Engineer,8,180000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
31,Male,Bachelor's Degree,Software Engineer,9,180000
28,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Master's Degree,Software Engineer,6,170000
27,Male,Bachelor's Degree,Software Engineer,5,150000
30,Female,Bachelor's Degree,Software Engineer,8,180000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
31,Male,Bachelor's Degree,Software Engineer,9,180000
28,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Master's Degree,Software Engineer,6,170000
27,Male,Bachelor's Degree,Software Engineer,5,150000
30,Female,Bachelor's Degree,Software Engineer,8,180000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
31,Male,Bachelor's Degree,Software Engineer,9,180000
28,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Master's Degree,Software Engineer,6,170000
27,Male,Bachelor's Degree,Software Engineer,5,150000
30,Female,Bachelor's Degree,Software Engineer,8,180000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
28,Male,Bachelor's Degree,Software Engineer,4,75000
25,Female,Master's Degree,Software Engineer,2,60000
27,Male,Bachelor's Degree,Software Engineer,3,70000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
26,Female,Bachelor's Degree,Software Engineer,2,65000
35,Female,Master's Degree,Software Engineer,9,140000
24,Female,Master's Degree,Software Engineer,2,60000
27,Female,Bachelor's Degree,Software Engineer,3,65000
22,Male,Bachelor's Degree,Software Engineer,1,50000
28,Female,Bachelor's Degree,Software Engineer,4,70000
25,Male,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,70000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
26,Male,Bachelor's Degree,Software Engineer,2,60000
29,Male,Bachelor's Degree,Software Engineer,4,80000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
30,Female,Bachelor's Degree,Software Engineer,4,80000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
27,Female,Bachelor's Degree,Software Engineer,3,70000
23,Female,Bachelor's Degree,Software Engineer,1,50000
25,Female,Master's Degree,Software Engineer,2,60000
28,Male,Bachelor's Degree,Software Engineer,4,75000
30,Female,Bachelor's Degree,Software Engineer,5,90000
